Company,Ticker,Exchange,Yahoo,Closing Price
Limoneira Company,LMNR,NASDAQ,True,15.15
Linc Logistics Company,LLGX,NASDAQ,False,
Lincare Holdings Inc.,LNCR,NASDAQ,False,
Lincoln Bancorp Ind,LNCB,NASDAQ,False,
Lincoln Educational Services Corp,LINC,NASDAQ,True,6.765
Lincoln Electric Holdings Inc,LECO,NASDAQ,True,190.61
Lincoln National Capital VI,LNC,NYSE,True,23.48
Lindblad Expeditions Holdings Inc,LIND,NASDAQ,True,9.9
Linde PLC,LIN,NYSE,True,362.21
Lindsay Corporation,LNN,NYSE,True,126.03
Lineage Cell Therapeutics Inc,LCTX,AMEX,True,1.29
Linear Technology Corp.,LLTC,NASDAQ,False,
Linkedin Corp. Class A,LNKD,NYSE,False,
Lion Group Holding Ltd,LGHLW,NASDAQ,True,0.0099
Lionbridge Technologies,LIOX,NASDAQ,False,
Lionheart Acquisition Corporation II,LCAP,NASDAQ,False,
Lionheart III Corporation,LION,NASDAQ,False,
Lionheart III Corporation,LIONU,NASDAQ,False,
Lions Gate Entertainment Corp.,LGF,NYSE,False,
Lipman Electronic Engineerin,LPMA,NASDAQ,False,
Lipocine Inc,LPCN,NASDAQ,True,4.41
LiqTech International Inc,LIQT,NASDAQ,True,3.85
Liquid Audio,LQID,NASDAQ,False,
Liquid Media Group Ltd,YVR,NASDAQ,True,0.1594
Liquidia Corporation,LQDA,NASDAQ,True,8.53
Liquidity Services Inc,LQDT,NASDAQ,True,16.37
Listing Market Nyse Arca Network BF,IGZ,AMEX,True,26.25
Lithia Motors Inc,LAD,NYSE,True,258.79
Lithium Americas Corp,LAC,NYSE,True,21.04
Littelfuse Inc,LFUS,NASDAQ,True,268.85
LIV Capital Acquisition Corporation,LIVK,NASDAQ,False,
LivaNova PLC,LIVN,NASDAQ,True,47.48
Live Nation Entertainment Inc,LYV,NYSE,True,83.22
Live Oak Acquisition Corp,LOAK,NYSE,False,
Live Oak Acquisition Corp II,LOKB,NYSE,False,
Live Oak Bancshares Inc,LOB,NASDAQ,True,25.33
Live Oak Crestview Climate Acquisition Corp,LOCC,NYSE,True,10.21
Live Oak Mobility Acquisition Corp,LOKM,NYSE,False,
Live Ventures Inc,LIVE,NASDAQ,True,25.06
Livedeal,LIVED,NASDAQ,False,
Livent Corporation,LTHM,NYSE,True,26.24
LiveOne Inc,LVO,NASDAQ,True,1.24
LivePerson Inc,LPSN,NASDAQ,True,3.55
LiveRamp Holdings Inc,RAMP,NYSE,True,25.42
LiveVox Holding Inc,LVOX,NASDAQ,True,2.82
LiveXLive Media Inc,LIVX,NASDAQ,False,
Livongo Health Inc,LVGO,NASDAQ,False,
Lixte Biotechnology Holdings Inc,LIXT,NASDAQ,True,5.53
Lizhan Environmental Corp. - Ordinary Shares,LZEN,NASDAQ,False,
LJ International,JADE,NASDAQ,False,
LJ Intl Wts 4/15/2005,JADEW,NASDAQ,False,
Lkq Corp.,LKQX,NASDAQ,False,
LKQ Corporation,LKQ,NASDAQ,True,53.95
LL Flooring Holdings Inc,LL,NYSE,True,4.65
Lloyds Banking Group Plc,LYG,NYSE,True,2.25
LM Funding America Inc,LMFA,NASDAQ,True,0.6887
LMF Acquisition Oppertunities Inc,LMAO,NASDAQ,False,
Lmi Aerospace,LMIA,NASDAQ,False,
LMP Automotive Holdings Inc,LMPX,NASDAQ,True,1.35
LMP Capital and Income Fund Inc,SCD,NYSE,True,12.42
Local Bounti Corporation,LOCL,NYSE,True,0.37
Locateplus A Common,LPLHA,NASDAQ,False,
Locateplus B Common,LPLHB,NASDAQ,False,
Locateplus Hldg WT A,LPLHW,NASDAQ,False,
Lockheed Martin Corp,LMT,NYSE,True,464.17
Locust Walk Acquisition Corporation,LWAC,NASDAQ,False,
Lodgenet Interactive Corp.,LNET,NASDAQ,False,
Loews Corporation,L,NYSE,True,59.32
Logan Ridge Finance Corporation,LRFC,NASDAQ,True,19.44
LogicBio Therapeutics Inc,LOGC,NASDAQ,False,
Logicvision,LGVND,NASDAQ,False,
Logility,LGTY,NASDAQ,False,
Logistics Innovation Technologies Corporation,LITT,NASDAQ,True,10.26
Logitech International SA,LOGI,NASDAQ,True,63.22
Logmein  Additional Shares When Issued,LOGMV,NASDAQ,False,
LogMeIn Inc,LOGM,NASDAQ,False,
Lonestar Resources Ltd,LONE,NASDAQ,False,
Long Island Financial,LICB,NASDAQ,False,
Longboard Pharmaceuticals Inc,LBPH,NASDAQ,True,7.81
Longeveron Inc,LGVN,NASDAQ,True,3.49
Longevity Acquisition Corporation,LOAC,NASDAQ,False,
Longview Acquisition Corp,LGVW,NYSE,False,
Longview Acquisition Corp II,LGV,NYSE,False,
Looksmart,LOOKD,NASDAQ,False,
Loop Industries Inc,LOOP,NASDAQ,True,3.09
Loral Space and Communications Inc,LORL,NASDAQ,False,
Lordstown Motors Corporation,RIDE,NASDAQ,True,3.2
Lottery dot com,LTRY,NASDAQ,True,0.1109
Loudeye,LOUD,NASDAQ,False,
Loudeye Corporation,LOUDD,NASDAQ,False,
Louisiana Pacific Corp,LPX,NYSE,True,63.56
Lovesac Company,LOVE,NASDAQ,True,22.69
Lowes Companies Inc,LOW,NYSE,True,210.46
Lowrance Electronics,LEIX,NASDAQ,False,
Loxo Oncology,LOXO,NASDAQ,False,
Loyalty Ventures Inc,LYLT,NASDAQ,False,
Loyalty Ventures Inc,LYLTV,NASDAQ,False,
LPL Financial Holdings Inc,LPLA,NASDAQ,True,200.68
LRAD Corporation,LRAD,NASDAQ,False,
LS Starrett Company,SCX,NYSE,True,10.53
Lsb Bancshares,LXBK,NASDAQ,False,
Lsb Corp,LSBX,NASDAQ,False,
LSB Industries Inc,LXU,NYSE,True,10.49
LSC Communications Inc,LKSD,NYSE,False,
LSI Industries Inc,LYTS,NASDAQ,True,12.36
LTC Properties Inc,LTC,NYSE,True,33.78
Ltx,LTXX,NASDAQ,False,
Ltx-Credence Corp.,LTXCD,NASDAQ,False,
Lubys Inc,LUB,NYSE,False,
Luca Technologies Inc.,LUCA,NASDAQ,False,
Lucas Energy,LEI,AMEX,False,
Lucid Diagnostics Inc,LUCD,NASDAQ,True,1.77
Lucid Group Inc,LCID,NASDAQ,True,6.28
Lucid Group Inc,LCID,NASDAQ,True,6.28
Lucira Health Inc,LHDX,NASDAQ,False,
Lufax Holding Ltd,LU,NYSE,True,1.59
Lufax Holding Ltd,LU,NYSE,True,1.59
Lufkin Industries,LUFK,NASDAQ,False,
Lululemon Athletica Inc,LULU,NASDAQ,True,354.95
Lulus Fashion Lounge Holdings Inc,LVLU,NASDAQ,True,2.51
Lumen Technologies Inc,LUMN,NYSE,True,1.78
Lumen Technologies Inc,LUMN,NYSE,True,1.78
Lument Finance Trust Inc,LFT,NYSE,True,1.88
Lumentum Holdings Inc,LITE,NASDAQ,True,51.08
Lumera Corpration,LMRA,NASDAQ,False,
Luminar Technologies Inc,LAZR,NASDAQ,True,6.69
Luminex Corporation,LMNX,NASDAQ,False,
LumiraDx Ltd,LMDX,NASDAQ,True,0.4455
Lumos Networks Corp. - When Issued Common Stock,LMOSV,NASDAQ,False,
Lumos Networks Corp.,LMOS,NASDAQ,False,
Lumos Pharma Inc,LUMO,NASDAQ,True,3.63
Luna Innovations Incorporated,LUNA,NASDAQ,True,9.64
Luokung Technology Corporation,LKCO,NASDAQ,True,1.21
Luther Burbank Corporation,LBC,NASDAQ,True,9.73
Lux Health Tech Acquisition Corporation,LUXA,NASDAQ,False,
Lux Health Tech Acquisition Corporation,LUXAU,NASDAQ,False,
Luxfer Holdings PLC,LXFR,NYSE,True,16.16
LXP Industrial Trust,LXP,NYSE,True,10.51
Lydall Inc,LDL,NYSE,False,
Lyell Immunopharma Inc,LYEL,NASDAQ,True,3.08
Lyft Inc,LYFT,NASDAQ,True,10.6
LyondellBasell Industries NV,LYB,NYSE,True,90.46
Lyra Therapeutics Inc,LYRA,NASDAQ,True,2.91
M D C Holdings Inc,MDC,NYSE,True,44.14
M Systems Flash Disk,FLSH,NASDAQ,False,
M&T Bank Corporation,MTB,NYSE,True,128.61
M. H. Meyerson & CO.,MHMY,NASDAQ,False,
M17 Entertainment Limited,YQ,NYSE,True,0.97
M3 Brigade Acquisition III Corp,MBSC,NYSE,True,10.43
M3Brigade Acquisition II Corp,MBAC,NYSE,True,10.25
Macatawa Bank Corporation,MCBC,NASDAQ,True,9.69
Mace Security International,MACE,NASDAQ,True,0.065
Macerich Co,MAC,NYSE,True,11.1
Mack Cali Realty Corporation,CLI,NYSE,False,
Mackinac Financial Corporation,MFNC,NASDAQ,False,
MACOM Technology Solutions Holdings Inc,MTSI,NASDAQ,True,60.47
Macondray Capital Aquisition Corporation I,DRAY,NASDAQ,False,
Macquarie First Trust Global Infrastructure Util Div Inc Fund,MFD,NYSE,True,7.9
Macquarie Global Infrastructure Total Return Fund Inc,MGU,NYSE,True,23.1
Macquarie Infrastructure Holdings LLC,MIC,NYSE,False,
Macrochem,MCHM,NASDAQ,False,
Macrocure Ltd. - Ordinary Shares,MCUR,NASDAQ,False,
MacroGenics Inc,MGNX,NASDAQ,True,5.2
Macronix International CO. Ltd ADS,MXIC,NASDAQ,False,
Macronix Intl Co Ltd,MXICD,NASDAQ,False,
Macrovision Solutions,MVSND,NASDAQ,False,
Macrovision Solutions,MVSN,NASDAQ,False,
Macys Inc,M,NYSE,True,16.02
Macys Inc,M,NYSE,True,16.02
Madison Covered Call and Equity Strategy Fund,MCN,NYSE,True,7.6
Madison Hansberger International Growth Fund Class I,HITGX,NASDAQ,False,
Madison Hansberger International Growth Fund Class Y,HIGGX,NASDAQ,False,
Madison Square Garden,MSGNV,NASDAQ,False,
Madison Square Garden Company New,MSG,NYSE,False,
Madison Square Garden Entertainment Corp,MSGE,NYSE,True,36.73
Madison Square Garden Sports Corp,MSGS,NYSE,True,178.38
Madrigal Pharmaceuticals Inc,MDGL,NASDAQ,True,269.2
Maf Bancorp,MAFB,NASDAQ,False,
MAG Silver Corp,MAG,AMEX,True,12.55
Magal Security Systems Ltd,MAGS,NASDAQ,False,
Magellan Health Inc,MGLN,NASDAQ,False,
Magellan Midstream Partners LP,MMP,NYSE,True,61.58
Magenta Therapeutics Inc,MGTA,NASDAQ,True,0.72
Magic Software Enterprises Ltd,MGIC,NASDAQ,True,12.35
Magma Design Automation,LAVA,NASDAQ,False,
Magna Entertainment,MECAD,NASDAQ,False,
Magna Entertainment Corp,MECA,NASDAQ,False,
Magna International Inc,MGA,NYSE,True,52.95
Magnachip Semiconductor Corp,MX,NYSE,True,10.67
Magnegas Applied Technlgy Sol,MNGA,NASDAQ,False,
Magnite Inc,MGNI,NASDAQ,True,13.24
Magnolia Oil and Gas Corporation,MGY,NYSE,True,21.01
Magnum Opus Acquisition Limited,OPA,NYSE,True,10.6
Magyar Bancorp Inc,MGYR,NASDAQ,True,10.385
Maiden Holdings Ltd,MHLD,NASDAQ,True,2.18
Maiden Holdings Ltd,MHLA,NYSE,True,16.86
Maiden Holdings North America Ltd,MHNC,NYSE,True,18.52
Main Street Banks,MSBK,NASDAQ,False,
Main Street Capital Corp,MAIN,NYSE,True,40.52
MainStay CBRE Global Infrastructure Megatrends Fund,MEGI,NYSE,True,13.91
MainStay MacKay Defined Term Municipal Opportunities Fund,MMD,NYSE,True,17.46
MainStreet Bancshares Inc,MNSB,NASDAQ,True,23.19
Mainz BioMed BV,MYNZ,NASDAQ,True,5.06
Majesco,MJCO,NASDAQ,False,
Majesco Holdings New,MJES,NASDAQ,False,
Majestic Capital,MAJC,NASDAQ,False,
Majestic Capital,MAJCD,NASDAQ,False,
Major Automotive Cos,MAJR,NASDAQ,False,
Makemusic,MMUS,NASDAQ,False,
MakeMyTrip Limited,MMYT,NASDAQ,True,27.45
Mako Surgical Corp.,MAKO,NASDAQ,False,
Malacca Straits Acquisition Company Ltd,MLAC,NASDAQ,True,10.58
Malibu Boats Inc,MBUU,NASDAQ,True,59.59
Mallard Acquisition Corporation,MACU,NASDAQ,False,
Mallard Acquisition Corporation,MACUU,NASDAQ,False,
Mallinckrodt Plc,MNK,NYSE,True,1.43
Malvern Bancorp Inc,MLVF,NASDAQ,True,15.73
Malvern Federal Bancorp,MLVFD,NASDAQ,False,
MAM Software Group Inc,MAMS,NASDAQ,False,
MamaMancinis Holdings Inc,MMMB,NASDAQ,True,2.66
Mamma.Com,MAMA,NASDAQ,False,
Mammoth Energy Services Inc,TUSK,NASDAQ,True,4.27
Mana Capital Acquisition Corporation,MAAQU,NASDAQ,False,
Managed High Yield Plus Fund,HYF,NYSE,False,
Manatron,MANA,NASDAQ,True,7.0
Manchester Technologies,MANC,NASDAQ,False,
Manchester United Plc,MANU,NYSE,True,18.48
Mandiant Inc,MNDT,NASDAQ,False,
Manhattan Associates Inc,MANH,NASDAQ,True,185.5
Manhattan Bridge Capital Inc,LOAN,NASDAQ,True,4.85
Manitex International Inc,MNTX,NASDAQ,True,4.88
Manitowoc Company,MTW,NYSE,True,17.66
Manitowoc Food Service,MFS,NYSE,False,
Mannatech Inc,MTEX,NASDAQ,True,12.58
Manning and Napier Inc,MN,NYSE,False,
MannKind Corporation,MNKD,NASDAQ,True,4.12
ManpowerGroup,MAN,NYSE,True,76.62
ManTech International Corporation,MANT,NASDAQ,False,
Manulife Financial Corporation,MFC,NYSE,True,19.25
Map Pharmaceuticals,MAPP,NASDAQ,False,
Maquia Capital Acquisition Corporation,MAQC,NASDAQ,True,10.83
Marathon Digital Holdings Inc,MARA,NASDAQ,True,9.57
Marathon Digital Holdings Inc,MARA,NASDAQ,True,9.57
Marathon Oil Corp,MRO,NYSE,True,23.95
Marathon Oil Corp,MRO,NYSE,True,23.95
Marathon Petroleum Corporation,MPC,NYSE,True,112.43
Maravai LifeSciences Holdings Inc,MRVI,NASDAQ,True,13.51
Marblegate Acquisition Corporation,GATE,NASDAQ,True,10.2
Marchex,MCHXP,NASDAQ,False,
Marchex Inc,MCHX,NASDAQ,True,2.02
Marcus and Millichap Inc,MMI,NYSE,True,32.47
Marcus Corp,MCS,NYSE,True,16.07
Marimba,MRBA,NASDAQ,False,
Marin Software Incorporated,MRIN,NASDAQ,True,0.73
Marin Software Incorporated,MRIN,NASDAQ,True,0.73
Marine Harvest Asa Sponsored Adr (Norway),MHG,NYSE,False,
Marine Products Corp,MPX,NYSE,True,16.55
MarineMax Inc,HZO,NYSE,True,33.43
Marinus Pharmaceuticals Inc,MRNS,NASDAQ,True,9.13
Markel Corp,MKL,NYSE,True,1343.08
Marker Therapeutics Inc,MRKR,NASDAQ,True,2.08
Market Leader,LEDR,NASDAQ,False,
MarketAxess Holdings Inc,MKTX,NASDAQ,True,276.43
Marketo,MKTO,NASDAQ,False,
MarketWise Inc,MKTW,NASDAQ,True,2.45
Markforged Holding Corporation,MKFG,NYSE,True,0.9889
Marlin Business Services Corporation,MRLN,NASDAQ,False,
Marlin Technology Corporation,FINM,NASDAQ,False,
Marpai Inc,MRAI,NASDAQ,True,0.6
Marqeta Inc,MQ,NASDAQ,True,4.8
Marquee Raine Acquisition Corporation,MRAC,NASDAQ,False,
Marriott International Inc,MAR,NASDAQ,True,178.48
Marriott Vacations Worldwide Corporation,VAC,NYSE,True,131.22
Marrone Bio Innovations Inc,MBII,NASDAQ,False,
Marsh and McLennan Companies Inc,MMC,NYSE,True,176.31
Marsh Supermarkets,MARSA,NASDAQ,False,
Marsh Supermarkets,MARSB,NASDAQ,False,
Marshall & Ilsley Corp,MIPRB,NASDAQ,False,
Marshall Edwards,MSHLD,NASDAQ,False,
Marshall Edwards Wts,MSHLW,NASDAQ,False,
Martek Biosciences Corp.,MATK,NASDAQ,False,
Marten Transport Ltd,MRTN,NASDAQ,True,22.3
Martin Marietta Materials Inc,MLM,NYSE,True,425.4
Martin Midstream Partners LP,MMLP,NASDAQ,True,2.28
Marvell Technology Inc,MRVL,NASDAQ,True,59.72
Marvell Technology Inc,MRVL,NASDAQ,True,59.72
Masco Corp,MAS,NYSE,True,54.65
Masimo Corporation,MASI,NASDAQ,True,157.4
Mason Industrial Technology Inc,MIT,NYSE,False,
Mason-Dixon Bancshares,MSDXD,NASDAQ,False,
Masonite International Corporation,DOOR,NYSE,True,99.11
Massbank Corp Read Mass,MASB,NASDAQ,False,
MasTec Inc,MTZ,NYSE,True,110.85
Mastech Digital Inc,MHH,AMEX,True,10.06
MasterCard Incorporated,MA,NYSE,True,367.59
MasterCraft Boat Holdings Inc,MCFT,NASDAQ,True,29.58
Matador Resources Company,MTDR,NYSE,True,51.5
Matav-Cable Systems Media Ltd. ADS,MATV,NASDAQ,True,17.19
Match Group Inc,MTCH,NASDAQ,True,39.05
Material Sciences Corp.,MASC,NASDAQ,False,
Materials Select Sector,XLB,AMEX,True,79.66
Materion Corporation,MTRN,NYSE,True,110.56
Mathstar,MATHD,NASDAQ,False,
Matinas Biopharma Holdings Inc,MTNB,AMEX,True,0.3726
Matrix Bancorp,MTXC,NASDAQ,False,
Matrix Service Co,MTRX,NASDAQ,True,5.9
Matrixone,MONE,NASDAQ,False,
Matrixx Initiatives Inc.,MTXX,NASDAQ,False,
Matson Inc,MATX,NYSE,True,76.27
Mattel Inc,MAT,NASDAQ,True,18.67
Matterport Inc,MTTR,NASDAQ,True,2.9
Matterport Inc,MTTR,NASDAQ,True,2.9
Matthews International Corporation,MATW,NASDAQ,True,41.08
Mattress Firm Holding Corp.,MFRM,NASDAQ,False,
Mattson Technology,MTSN,NASDAQ,False,
Maui Land and Pineapple Co Inc,MLP,NYSE,True,13.33
Maverix Metals Inc,MMX,AMEX,False,
Mawson Infrastructure Group Inc,MIGI,NASDAQ,True,2.81
Max Capital Grp. Ltd.,MXGL,NASDAQ,False,
Max RE Capital Ltd.,MXRE,NASDAQ,False,
Maxar Technologies Inc,MAXR,NYSE,True,52.98
Maxcor Financial Grp. Inc.,MAXF,NASDAQ,False,
MaxCyte Inc,MXCT,NASDAQ,True,4.48
Maxeon Solar Technologies Ltd,MAXN,NASDAQ,True,28.16
Maxeon Solar Technologies Ltd,MAXNV,NASDAQ,False,
Maxim Integrated Products Inc,MXIM,NASDAQ,False,
Maxim Pharmaceuticals,MAXM,NASDAQ,False,
MAXIMUS Inc,MMS,NYSE,True,84.43
Maxis Nikkei 225 Index Fund Etf,NKY,AMEX,False,
MaxLinear Inc,MXL,NASDAQ,True,28.66
Maxlinear Inc,MXL,NYSE,True,28.66
Maxpoint Interactive,MXPT,NASDAQ,False,
Maxpro Capital Acquisition Corporation,JMAC,NASDAQ,False,
Maxus Realty Trust,MRTI,NASDAQ,True,150.0
Maxwell Shoe Company Inc.,MAXS,NASDAQ,False,
Maxwell Technologies,MXWL,NASDAQ,False,
Maxygen,MAXY,NASDAQ,False,
Mayflower Bancorp,MFLR,NASDAQ,False,
Mayville Engineering Company Inc,MEC,NYSE,True,14.63
MB Financial Inc.,MBFI,NASDAQ,False,
MBIA Inc,MBI,NYSE,True,8.54
MBT Financial Corporation,MBTF,NASDAQ,False,
McAfee Corporation,MCFE,NASDAQ,False,
MCAP Acquisition Corporation,MACQ,NASDAQ,False,
McClatchy Co New,MNI,AMEX,False,
MCCORMICK & CO INC (VTG),MKCV,NYSE,False,
Mccormick & Schmicks Seafood Restaurants,MSSR,NASDAQ,False,
McCormick and Co,MKC,NYSE,True,90.13
Mcdata,MCDT,NASDAQ,False,
Mcdata,MCDTA,NASDAQ,False,
McDermott International Inc,MDR,NYSE,False,
McDonalds Corp,MCD,NYSE,True,285.78
McEwen Mining Inc,MUX,NYSE,True,7.97
McGrath RentCorp,MGRC,NASDAQ,True,97.98
Mci,MCIP,NASDAQ,False,
McKesson Corporation,MCK,NYSE,True,389.22
McLaren Technology Acquisition Corporation,MLAI,NASDAQ,False,
McLaren Technology Acquisition Corporation,MLAIU,NASDAQ,False,
MDC Partners Inc,MDCA,NASDAQ,False,
MDH Acquisition Corp,MDH,NYSE,False,
MDJM Ltd,MDJH,NASDAQ,True,1.77
MDU Resources Group Inc,MDU,NYSE,True,20.86
Meade Instruments,MEADD,NASDAQ,False,
Meade Instruments Corp.,MEAD,NASDAQ,False,
Meadow Valley,MVCO,NASDAQ,True,0.4777
Mechanical Technology,MKTYD,NASDAQ,False,
Mechanical Technology Inc,MKTY,NASDAQ,False,
Mecox Lane Limited ADS,MCOX,NASDAQ,False,
Medalist Diversified REIT Inc,MDRR,NASDAQ,True,5.1
Medallia Inc,MDLA,NYSE,False,
Medallion Financial Corporation,MFIN,NASDAQ,True,7.41
Medallion Financial Corporation,MFINL,NASDAQ,False,
Medarex,MEDX,NASDAQ,True,31.11
MedAvail Holdings Inc,MDVL,NASDAQ,True,0.3217
Medcath Corp.,MDTH,NASDAQ,False,
Medecision,MEDE,NASDAQ,False,
Medequities Realty Trust,MRT,NYSE,False,
Media Sciences International Inc.,MSII,NASDAQ,True,0.137
MediaAlpha Inc,MAX,NYSE,True,9.26
Mediabay,MBAYD,NASDAQ,False,
Mediaco Holding Inc,MDIA,NASDAQ,True,1.185
Mediaco Holding Inc,MDIAV,NASDAQ,False,
Mediacom Communications Corp.,MCCC,NASDAQ,False,
Medialink Worldwide Incorporated,MDLK,NASDAQ,False,
Mediamind Technologies Inc.,MDMD,NASDAQ,False,
Medical Nutrition Usa,MDNU,NASDAQ,False,
Medical Properties Trust Inc,MPW,NYSE,True,9.35
Medicalcv,MDCV,NASDAQ,False,
Medicenna Therapeutics Corporation,MDNA,NASDAQ,True,0.6
Medicines Company,MDCO,NASDAQ,False,
Medicinova Inc,MNOV,NASDAQ,True,2.16
Medicore,MDKI,NASDAQ,False,
Medicus Sciences Acquisition Corporation,MSAC,NASDAQ,False,
Medidata Solutions Inc,MDSO,NASDAQ,False,
Medifast Inc,MED,NYSE,True,81.99
Medimmune,MEDI,NASDAQ,True,21.9081
Medivation,MDVN,NASDAQ,False,
Mediware Information Systems,MEDW,NASDAQ,False,
MediWound Limited,MDWD,NASDAQ,True,9.52
Medley Capital Corporation,MCV,NYSE,False,
Medley Capital Corporation,MCX,NYSE,False,
Medley Capital Corporation,MCC,NYSE,False,
Medley LLC,MDLX,NYSE,False,
Medley LLC,MDLQ,NYSE,False,
Medley Management Inc,MDLY,NYSE,False,
Mednax Inc,MD,NYSE,True,14.26
Medpace Holdings Inc,MEDP,NASDAQ,True,221.69
Medquist,MEDQ,NASDAQ,False,
MedTech Acquisition Corporation,MTAC,NASDAQ,True,10.65
Medtox Scientific,MTOX,NASDAQ,False,
Medtronic PLC,MDT,NYSE,True,83.1
Medwave,MDWW,NASDAQ,False,
Meet Group Inc,MEET,NASDAQ,False,
Megalith Financial Acquisition Corp,MFAC,AMEX,False,
Megalith Financial Acquisition Corp,MFAC,NYSE,False,
Mei Pharma,MSHL,NASDAQ,False,
MEI Pharma Inc,MEIP,NASDAQ,True,7.35
MeiraGTx Holdings PLC,MGTX,NASDAQ,True,8.04
Meiwu Technology Company Ltd,WNW,NASDAQ,True,0.1989
Melanion BTC Equity Universe UCITS ETF,MBTC,NASDAQ,True,11.07
MELI Kaszek Pioneer Corporation,MEKA,NASDAQ,True,10.3042
Melinta Therapeutics Inc,MLNT,NASDAQ,False,
Mellanox Technologies Ltd,MLNX,NASDAQ,False,
Melrose Bancorp,MELR,NASDAQ,False,
Membership Collective Group Inc,MCG,NYSE,False,
Memorial Production Partners Lp,MEMP,NASDAQ,False,
Memorial Resource Development Corp.,MRD,NASDAQ,False,
Memory Pharmaceuticals Corp,MEMY,NASDAQ,False,
Memsic,MEMS,NASDAQ,False,
Menlo Therapeutics Inc,MNLO,NASDAQ,False,
Mentor Graphics Corp.,MENT,NASDAQ,False,
Mer  Lyn Strategic Ret Nts 15,DWID,NASDAQ,False,
Mer Lyn 500 Mkt Indx Target Tm,MTTT,NASDAQ,False,
Mer Lyn 6.55 Call Strides Ibm,CSIB,NASDAQ,False,
Mer Lyn Accelerated Ret Nts,AQQQ,NASDAQ,False,
Mer Lyn DJ AV Mkt Mitts 2008,MTDW,NASDAQ,False,
Mer Lyn Djia Mitts(12-27-10),DWMT,NASDAQ,False,
Mer Lyn Djia Mkt Idx Trg 1/09,MTDB,NASDAQ,False,
Mer Lyn Mkt Rcvry Nts Nasd100,MRQQ,NASDAQ,False,
Mer Lyn Mkt Recovery Nts Nasd,MRNN,NASDAQ,False,
Mer Lyn Ret Nts Nikkei225 5 05,ARNN,NASDAQ,False,
Mer Lyn S&P500 Mitts,SPPX,NASDAQ,False,
Mer Lyn S&P500 Mkt Indx Mitts,MSPX,NASDAQ,False,
Mer Lyn Str Rtn Nts 6/08,DWTN,NASDAQ,False,
Mer Lyn Strat Ret Nts Sel 10,DWTT,NASDAQ,False,
MER Telemanagement Solutions Ltd,MTSL,NASDAQ,False,
Mer Telemanagement Solutions Ltd.,MTSLD,NASDAQ,False,
Merant Plc Adr,MRNT,NASDAQ,False,
MercadoLibre Inc,MELI,NASDAQ,True,1209.74
Mercantile Bank Corporation,MBWM,NASDAQ,True,30.27
Mercato Partners Acquisition Corporation,MPRA,NASDAQ,True,10.54
Mercato Partners Acquisition Corporation,MPRAU,NASDAQ,True,10.6
Mercator Software,MCTR,NASDAQ,False,
Mercer Insurance Grp.,MIGP,NASDAQ,False,
Mercer International Inc,MERC,NASDAQ,True,9.34
Merchants Bancorp,MBIN,NASDAQ,True,27.35
Merchants Bancshares,MBVT,NASDAQ,False,
Merck and Co Inc,MRK,NYSE,True,110.32
Merck and Co Inc,MRK,NYSE,True,110.32
Mercury Ecommerce Acquisition Corporation,MEAC,NASDAQ,False,
Mercury General Corp,MCY,NYSE,True,30.68
Mercury Systems Inc,MRCY,NASDAQ,True,42.83
Meredith Corp,MDP,NYSE,True,59.0
Mereo BioPharma Group PLC,MREO,NASDAQ,True,1.35
Merida Merger Corporation I,MCMJ,NASDAQ,False,
Meridian Bancorp Inc,EBSB,NASDAQ,False,
Meridian Bioscience Inc,VIVO,NASDAQ,False,
Meridian Corporation,MRBK,NASDAQ,True,10.1
MeridianLink Inc,MLNK,NYSE,True,20.23
Merit Medical Systems Inc,MMSI,NASDAQ,True,84.26
Meritage Homes Corp,MTH,NYSE,True,128.43
Meritor Inc,MTOR,NYSE,False,
Merix,MERX,NASDAQ,False,
Merrill Lynch,IPB,AMEX,True,25.89
Merrill Lynch & CO,DOWT,NASDAQ,False,
Merrill Lynch & CO,LERA,NASDAQ,False,
Merrill Lynch & CO,MRSS,NASDAQ,False,
Merrill Lynch & CO,ARRU,NASDAQ,False,
Merrill Lynch & CO,SRIX,NASDAQ,False,
Merrill Lynch & CO,SRRR,NASDAQ,False,
Merrill Lynch & CO Arn,ANNY,NASDAQ,False,
Merrill Lynch & CO Jetblue,CSJB,NASDAQ,False,
Merrill Lynch & CO Srns,SRDD,NASDAQ,False,
Merrill Lynch & CO. - Nikkei 225 Market Index Target-Term Securities (Mitts),MNNY,NASDAQ,False,
Merrill Lynch & Co. - S&P 500 Market Index Target-Term Securities,MTTX,NASDAQ,False,
Merrill Lynch & Co. - Strategic Return Notes Linked TO The Industrial 15 Index,SRIB,NASDAQ,False,
Merrill Lynch & CO.,CSGE,NASDAQ,False,
Merrill Lynch & CO.,CSSA,NASDAQ,False,
Merrill Lynch & CO.,ERNB,NASDAQ,False,
Merrill Lynch & CO.,LNDU,NASDAQ,False,
Merrill Lynch & CO.,MTSM,NASDAQ,False,
Merrill Lynch,MTNK,NASDAQ,False,
Merrill Lynch C O,DOTN,NASDAQ,False,
Merrill Lynch Nasd 100 Oct 07,ARRQ,NASDAQ,False,
Merrill Lynch S&P 500 Mitts 08,MTSP,NASDAQ,False,
Merrill Lynch S&P500 Mitts,MLMT,NASDAQ,False,
Merrill Merchants Banc,MERB,NASDAQ,False,
Merrimack Pharmaceuticals Inc,MACK,NASDAQ,True,12.48
